38.648774915764214, -6.74827, C1
38.64877096678762, -6.748072225591579, C2
38.64876701747804, -6.74787445120496, C3
38.648763067835475, -6.747676676840145, C4
38.648759117859925, -6.747478902497136, C5
38.648755167551386, -6.747281128175934, C6
38.64875121690986, -6.747083353876542, C7
38.648747265935356, -6.746885579598961, C8
38.648743314627865, -6.746687805343194, C9
38.64873936298738, -6.746490031109239, C10
38.64873541101392, -6.746292256897104, C11
38.64873145870747, -6.746094482706786, C12
38.64872750606803, -6.745896708538289, C13
38.648723553095614, -6.745698934391614, C14
38.64871959979021, -6.7455011602667625, C15
38.64871564615182, -6.745303386163737, C16
38.64871169218045, -6.74510561208254, C17
38.64870773787609, -6.744907838023173, C18
38.648703783238744, -6.744710063985637, C19
38.64869982826841, -6.744512289969934, C20
38.648695872965106, -6.744314515976066, C21
38.64869191732881, -6.744116742004034, C22
38.64868796135953, -6.743918968053842, C23
38.64868400505728, -6.74372119412549, C24
38.648680048422015, -6.743523420218981, C25
38.648676091453794, -6.743325646334315, C26
38.64867213415256, -6.743127872471497, C27
38.64866817651837, -6.742930098630525, C28
38.64866421855119, -6.742732324811405, C29
38.64866026025102, -6.742534551014135, C30
38.64865630161787, -6.742336777238719, C31
38.64865234265174, -6.742139003485158, C32
38.64864838335262, -6.741941229753453, C33
38.64864442372052, -6.741743456043608, C34
38.648640463755434, -6.741545682355624, C35
38.64863650345736, -6.741347908689502, C36
38.64863254282632, -6.7411501350452445, C37
38.64862858186229, -6.740952361422853, C38
38.64862462056527, -6.740754587822329, C39
38.64862065893527, -6.740556814243677, C40
38.64861669697228, -6.740359040686895, C41
38.64861273467633, -6.740161267151987, C42
38.64860877204738, -6.739963493638954, C43
38.64860480908544, -6.739765720147799, C44
38.64860084579055, -6.739567946678523, C45
38.64859688216264, -6.739370173231127, C46
38.64859291820177, -6.739172399805615, C47
38.648588953907904, -6.738974626401987, C48
38.648584989281076, -6.738776853020245, C49
38.64858102432125, -6.738579079660392, C50
38.64857705902845, -6.738381306322429, C51
38.64857309340267, -6.7381835330063575, C52
38.6485691274439, -6.7379857597121795, C53
38.64856516115215, -6.737787986439897, C54
38.648561194527424, -6.737590213189512, C55
38.648557227569704, -6.7373924399610265, C56
38.64855326027901, -6.7371946667544425, C57
38.64854929265534, -6.736996893569761, C58
38.64854532469869, -6.7367991204069835, C59
38.648541356409055, -6.736601347266114, C60
38.648537387786426, -6.736403574147151, C61
38.64853341883082, -6.7362058010501, C62
38.648529449542245, -6.73600802797496, C63
38.64852547992069, -6.735810254921734, C64
38.64852150996616, -6.735612481890424, C65
38.648517539678636, -6.735414708881032, C66
38.64851356905814, -6.7352169358935585, C67
38.648509598104646, -6.7350191629280065, C68
38.648505626818185, -6.734821389984377, C69
38.64850165519874, -6.734623617062674, C70
38.64849768324632, -6.734425844162897, C71
38.64849371096092, -6.734228071285048, C72
